Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,zscore
292,190,RL,55.0,5687,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5,6,1912-01-01,2000-01-01,Gable,CompShg,VinylSd,VinylSd,None,0,3,2,PConc,3,2,No,Rec,210,Unf,0,570,780,GasA,5,N,SBrkr,936,780,0,1716,1,0,2,0,6,1,2,9,Typ,0,0,None,,None,0,0,0,0,N,0,184,0,0,0,0,0,None,None,0,,2008-01-01,WD,Normal,135900,0.3817554752051997
293,50,RL,60.0,11409,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,4,1949-01-01,2008-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,No,LwQ,292,Unf,0,476,768,GasA,4,Y,SBrkr,1148,568,0,1716,0,0,1,1,3,1,3,8,Min2,1,4,Attchd,1949-01-01,Unf,1,281,3,3,Y,0,0,0,0,160,0,0,None,None,0,,2009-01-01,WD,Normal,131000,0.3817554752051997
294,60,RL,69.0,16659,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,7,1977-01-01,1994-01-01,Gable,CompShg,Plywood,Plywood,BrkFace,34,3,3,CBlock,3,3,No,ALQ,795,Unf,0,0,795,GasA,2,Y,SBrkr,1468,795,0,2263,1,0,2,1,3,1,4,9,Typ,1,3,Attchd,1977-01-01,Fin,2,539,3,3,Y,0,250,0,0,0,0,0,None,None,0,,2006-01-01,WD,Normal,235000,1.4230644228161495
295,20,RL,80.0,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1953-01-01,1953-01-01,Hip,CompShg,HdBoard,HdBoard,Stone,238,3,3,CBlock,3,3,No,GLQ,1285,Unf,0,131,1416,GasA,3,Y,SBrkr,1644,0,0,1644,1,0,1,0,3,1,3,7,Typ,2,4,Attchd,1953-01-01,Fin,2,418,3,3,Y,110,0,0,0,0,0,0,None,None,0,,2009-01-01,WD,Normal,167000,0.2446910433441606
296,80,RL,37.0,7937,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1984-01-01,1984-01-01,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,3,3,Av,GLQ,819,Unf,0,184,1003,GasA,3,Y,SBrkr,1003,0,0,1003,1,0,1,0,3,1,3,6,Typ,0,0,Detchd,1984-01-01,Unf,2,588,3,3,Y,120,0,0,0,0,0,0,GdPrv,None,0,,2006-01-01,WD,Normal,142500,-0.9755631347520346
297,50,RM,75.0,13710,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1950-01-01,1950-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,No,BLQ,420,Unf,0,490,910,GasA,3,Y,FuseA,910,648,0,1558,0,0,1,1,4,1,3,6,Typ,0,0,Attchd,1950-01-01,Unf,1,282,3,3,Y,289,0,0,0,0,0,0,MnPrv,None,0,,2007-01-01,WD,Normal,152000,0.08097519417680837
298,60,FV,66.0,7399,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,1997-01-01,1998-01-01,Hip,CompShg,VinylSd,VinylSd,BrkFace,1600,4,3,PConc,4,3,No,BLQ,649,Unf,0,326,975,GasA,5,Y,SBrkr,975,975,0,1950,0,0,2,1,3,1,4,7,Typ,1,3,Detchd,1997-01-01,RFn,2,576,3,3,Y,0,10,0,0,198,0,0,None,None,0,,2007-01-01,WD,Normal,239000,0.8272148787535768
299,60,RL,90.0,11700,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968-01-01,1968-01-01,Mansard,CompShg,HdBoard,AsphShn,BrkFace,365,4,3,CBlock,3,3,No,ALQ,384,Rec,175,143,702,GasA,4,Y,SBrkr,1041,702,0,1743,0,1,1,2,3,1,3,7,Typ,1,4,Attchd,1968-01-01,Unf,2,539,3,3,Y,224,0,0,0,0,0,0,None,None,0,,2007-01-01,WD,Normal,175000,0.4331546371530894
300,20,RL,80.0,14000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,1950-01-01,2004-01-01,Gable,CompShg,HdBoard,HdBoard,None,0,3,4,CBlock,3,3,No,Unf,0,Unf,0,1092,1092,GasA,5,Y,SBrkr,1152,0,0,1152,0,1,1,0,3,1,4,6,Typ,1,4,Attchd,1950-01-01,Unf,1,300,3,3,Y,0,36,0,0,0,0,0,GdPrv,None,0,,2009-01-01,WD,Family,158500,-0.6919159077062732
301,190,RL,90.0,15750,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953-01-01,1953-01-01,Hip,CompShg,MetalSd,MetalSd,BrkFace,56,3,3,CBlock,3,3,Mn,BLQ,841,Unf,0,324,1165,GasA,3,Y,SBrkr,1336,0,0,1336,1,0,1,0,2,1,3,5,Typ,2,4,Attchd,1953-01-01,Unf,1,375,3,3,Y,0,0,0,0,0,0,0,None,None,0,,2006-01-01,WD,Normal,157000,-0.3416401373947288
302,60,RL,66.0,16226,Pave,None,IR3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1998-01-01,1999-01-01,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,No,GLQ,281,Unf,0,747,1028,GasA,5,Y,SBrkr,1210,1242,0,2452,0,0,2,1,4,1,4,9,Typ,1,3,BuiltIn,1998-01-01,Fin,2,683,3,3,Y,208,50,0,0,0,0,0,None,None,0,,2007-01-01,WD,Normal,267000,1.782858556451377
303,20,RL,118.0,13704,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001-01-01,2002-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,150,4,3,PConc,4,3,No,Unf,0,Unf,0,1541,1541,GasA,5,Y,SBrkr,1541,0,0,1541,0,0,2,0,3,1,4,6,Typ,1,3,Attchd,2001-01-01,RFn,3,843,3,3,Y,468,81,0,0,0,0,0,None,None,0,,2006-01-01,WD,Normal,205000,0.04861275887628525
304,20,RL,70.0,9800,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972-01-01,1972-01-01,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,3,3,No,ALQ,894,Unf,0,0,894,GasA,3,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,3,5,Typ,0,0,Attchd,1975-01-01,Unf,2,552,3,3,Y,256,0,0,0,0,0,0,GdWo,None,0,,2006-01-01,WD,Abnorml,149900,-1.18306345520833
306,20,RL,80.0,10386,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2004-01-01,2005-01-01,Gable,CompShg,CemntBd,CmentBd,Stone,246,4,3,PConc,4,3,No,GLQ,1464,Unf,0,536,2000,GasA,5,Y,SBrkr,2000,0,0,2000,1,0,2,0,3,1,4,8,Typ,0,0,Attchd,2004-01-01,Fin,3,888,3,3,Y,168,0,0,0,0,0,0,None,None,0,,2007-01-01,WD,Normal,305900,0.9223985119904095
307,60,RL,116.0,13474,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,7,5,1990-01-01,1991-01-01,Gable,CompShg,HdBoard,Plywood,BrkFace,246,4,3,CBlock,4,3,No,ALQ,700,Unf,0,0,700,GasA,4,Y,SBrkr,1122,1121,0,2243,1,0,2,1,4,1,4,8,Typ,1,3,Attchd,1990-01-01,RFn,3,746,3,3,Y,127,44,224,0,0,0,0,None,None,0,,2007-01-01,WD,Normal,225000,1.3849909695214164
308,50,RM,69.0,7920,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920-01-01,1950-01-01,Gable,CompShg,MetalSd,MetalSd,None,0,3,2,CBlock,3,3,No,Unf,0,Unf,0,319,319,GasA,3,Y,FuseA,1035,371,0,1406,0,0,1,0,3,1,2,6,Typ,0,0,None,,None,0,0,0,0,N,0,144,0,0,0,0,0,MnPrv,None,0,,2008-01-01,WD,Normal,89500,-0.20838305086316306
309,30,RL,69.0,12342,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1940-01-01,1950-01-01,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,3,3,No,BLQ,262,Unf,0,599,861,GasA,5,Y,SBrkr,861,0,0,861,0,0,1,0,1,1,3,4,Typ,0,0,Detchd,1961-01-01,Unf,2,539,3,3,Y,158,0,0,0,0,0,0,None,None,0,,2009-01-01,WD,Normal,82500,-1.2458846531446395
310,20,RL,90.0,12378,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003-01-01,2004-01-01,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,5,3,Gd,GLQ,1274,Unf,0,622,1896,GasA,5,Y,SBrkr,1944,0,0,1944,1,0,2,0,3,1,5,8,Typ,3,5,Attchd,2003-01-01,Fin,3,708,3,3,Y,208,175,0,0,0,0,0,None,None,0,,2006-01-01,WD,Normal,360000,0.8157928427651568
311,60,RL,69.0,7685,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993-01-01,1994-01-01,Gable,CompShg,HdBoard,HdBoard,BrkFace,112,3,3,PConc,4,3,No,ALQ,518,Unf,0,179,697,GasA,4,Y,SBrkr,697,804,0,1501,0,0,2,1,3,1,4,6,Typ,1,3,Attchd,1993-01-01,Fin,2,420,3,3,Y,190,63,0,0,0,0,0,None,None,0,,2006-01-01,WD,Normal,165600,-0.02753414771318091
312,20,RL,50.0,8000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1948-01-01,2002-01-01,Gable,CompShg,VinylSd,VinylSd,None,0,3,4,CBlock,3,3,No,ALQ,680,Unf,0,292,972,GasA,5,Y,SBrkr,972,0,0,972,1,0,1,0,2,1,3,5,Typ,1,4,Detchd,1948-01-01,Unf,1,240,3,3,Y,0,0,0,0,0,0,0,None,None,0,,2009-01-01,WD,Normal,132000,-1.0345769873588708
313,190,RM,65.0,7800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939-01-01,1950-01-01,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,4,3,Mn,Rec,507,Unf,0,286,793,GasA,3,Y,SBrkr,793,325,0,1118,1,0,1,0,3,1,3,5,Typ,1,4,Detchd,1939-01-01,Unf,2,410,3,3,Y,0,0,0,0,271,0,0,MnPrv,None,0,,2006-01-01,WD,Normal,119900,-0.7566407783073195
314,20,RL,150.0,215245,Pave,None,IR3,Low,AllPub,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,7,5,1965-01-01,1965-01-01,Hip,CompShg,BrkFace,BrkFace,None,0,3,3,CBlock,4,3,Gd,ALQ,1236,Rec,820,80,2136,GasW,3,Y,SBrkr,2036,0,0,2036,2,0,2,0,3,1,3,8,Typ,2,4,Attchd,1965-01-01,RFn,2,513,3,3,Y,0,0,0,0,0,0,0,None,None,0,,2009-01-01,WD,Normal,375000,0.9909307279209291
315,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1925-01-01,1990-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,4,No,LwQ,16,Unf,0,712,728,GasA,5,Y,SBrkr,832,809,0,1641,0,1,1,1,3,1,5,6,Typ,1,4,Detchd,1925-01-01,Unf,2,546,2,3,Y,0,0,234,0,0,0,0,None,None,0,,2006-01-01,WD,Normal,178000,0.23898002534995066
316,60,RL,71.0,7795,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004-01-01,2005-01-01,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,No,GLQ,425,Unf,0,291,716,GasA,5,Y,SBrkr,716,716,0,1432,1,0,2,1,3,1,4,6,Typ,1,4,Attchd,2004-01-01,Fin,2,432,3,3,Y,100,51,0,0,0,0,0,None,None,0,,2009-01-01,WD,Normal,188500,-0.15888756158001005
317,60,RL,94.0,13005,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980-01-01,1980-01-01,Gable,CompShg,CemntBd,CmentBd,BrkFace,278,4,3,CBlock,4,3,No,GLQ,692,Unf,0,153,845,GasA,3,Y,SBrkr,1153,1200,0,2353,1,0,2,1,4,1,5,10,Typ,1,3,Attchd,1983-01-01,RFn,2,484,3,3,Y,288,195,0,0,0,0,0,GdPrv,None,0,,2009-01-01,WD,Normal,260000,1.5943949626424483
318,60,FV,75.0,9000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006-01-01,2006-01-01,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,Av,Unf,0,Unf,0,1088,1088,GasA,5,Y,SBrkr,1088,871,0,1959,0,0,2,1,3,1,4,8,Typ,1,4,Attchd,2006-01-01,RFn,3,1025,3,3,Y,208,46,0,0,0,0,0,None,None,0,,2007-01-01,WD,Normal,270000,0.8443479327362067
319,60,RL,90.0,9900,Pave,None,Reg,Low,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993-01-01,1993-01-01,Gable,CompShg,HdBoard,HdBoard,BrkFace,256,4,3,PConc,4,3,Gd,GLQ,987,Unf,0,360,1347,GasA,5,Y,SBrkr,1372,1274,0,2646,1,0,2,1,4,1,4,9,Typ,1,3,Attchd,1993-01-01,RFn,3,656,3,3,Y,340,60,144,0,0,0,0,None,None,0,,2009-01-01,WD,Normal,260000,2.152171053410288
320,80,RL,69.0,14115,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,5,1980-01-01,1980-01-01,Gable,CompShg,Plywood,Plywood,BrkFace,225,3,3,CBlock,4,3,Av,GLQ,1036,Unf,0,336,1372,GasA,3,Y,SBrkr,1472,0,0,1472,1,0,2,0,3,1,3,6,Typ,2,3,Attchd,1980-01-01,Unf,2,588,3,3,Y,233,48,0,0,0,0,0,None,None,0,,2009-01-01,WD,Normal,187500,-0.08274065499054388
321,60,RL,111.0,16259,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006-01-01,2006-01-01,Gable,CompShg,VinylSd,VinylSd,Stone,370,3,3,PConc,5,4,Av,Unf,0,Unf,0,1249,1249,GasA,5,Y,SBrkr,1249,1347,0,2596,0,0,3,1,4,1,4,9,Typ,0,0,Attchd,2006-01-01,RFn,3,840,3,3,Y,240,154,0,0,0,0,0,None,None,0,,2006-01-01,New,Partial,342643,2.0569874201734555
322,60,RL,99.0,12099,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004-01-01,2004-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,388,4,3,PConc,5,3,Av,GLQ,970,Unf,0,166,1136,GasA,5,Y,SBrkr,1136,1332,0,2468,1,0,2,1,4,1,4,10,Typ,1,4,BuiltIn,2004-01-01,Fin,3,872,3,3,Y,184,154,0,0,0,0,0,None,None,0,,2007-01-01,WD,Normal,354000,1.8133173190871636
323,60,RL,86.0,10380,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1986-01-01,1987-01-01,Gable,CompShg,Plywood,Plywood,BrkFace,172,4,3,CBlock,3,3,Gd,LwQ,28,ALQ,1474,0,1502,GasA,5,Y,SBrkr,1553,1177,0,2730,1,0,2,1,4,1,4,8,Typ,1,3,Attchd,1987-01-01,Fin,2,576,3,3,Y,201,96,0,0,0,0,0,MnPrv,None,0,,2007-01-01,WD,Normal,301000,2.312079557248167
324,20,RM,49.0,5820,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,8,1955-01-01,2005-01-01,Gable,CompShg,VinylSd,VinylSd,None,0,3,4,CBlock,3,3,No,ALQ,256,Unf,0,906,1162,GasA,5,Y,SBrkr,1163,0,0,1163,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,1955-01-01,Unf,1,220,2,3,Y,142,98,0,0,0,0,0,None,None,0,,2006-01-01,WD,Normal,126175,-0.67097550839417
325,80,RL,96.0,11275,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,PosN,Norm,1Fam,SLvl,7,7,1967-01-01,2007-01-01,Mansard,WdShake,Wd Sdng,Wd Sdng,BrkFace,300,4,4,CBlock,4,3,No,Unf,0,Unf,0,710,710,GasA,5,Y,SBrkr,1898,1080,0,2978,0,0,2,1,5,1,4,11,Typ,1,4,BuiltIn,1961-01-01,Fin,2,564,3,3,Y,240,0,0,0,0,0,0,None,None,0,,2010-01-01,WD,Normal,242000,2.784190378102857
326,45,RM,50.0,5000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,6,1941-01-01,1950-01-01,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,Av,BLQ,116,Unf,0,604,720,GasA,1,N,FuseF,803,0,0,803,0,0,1,0,2,1,3,5,Typ,0,0,Detchd,1941-01-01,Unf,2,360,3,3,Y,0,0,244,0,0,0,0,None,None,0,,2007-01-01,WD,Normal,87000,-1.3562976676993654
327,120,RL,32.0,10846,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1993-01-01,1993-01-01,Gable,CompShg,BrkFace,BrkFace,None,0,4,3,PConc,4,3,Gd,GLQ,1619,Unf,0,100,1719,GasA,5,Y,SBrkr,1719,0,0,1719,2,0,1,1,1,1,4,6,Typ,2,4,Attchd,1993-01-01,Fin,2,473,3,3,Y,122,30,0,0,0,0,0,None,None,0,,2008-01-01,Con,Normal,324000,0.3874664931994097
328,20,RL,80.0,11600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960-01-01,1960-01-01,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,175,3,3,CBlock,3,3,No,Rec,565,Unf,0,818,1383,GasA,3,Y,SBrkr,1383,0,0,1383,0,0,1,1,3,1,3,7,Typ,0,0,Attchd,1960-01-01,RFn,1,292,3,3,Y,0,45,0,0,0,0,0,None,None,0,,2006-01-01,WD,Normal,145250,-0.2521675221521061
329,75,RL,69.0,11888,Pave,Pave,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,PosN,Norm,1Fam,2.5Unf,6,6,1916-01-01,1994-01-01,Gable,CompShg,Wd Sdng,Wd Shng,None,0,3,3,BrkTil,3,3,No,Unf,0,Unf,0,844,844,GasA,4,N,FuseA,1445,689,0,2134,0,0,2,0,5,1,4,10,Typ,0,0,Detchd,1930-01-01,Unf,2,441,3,3,Y,0,60,268,0,0,0,0,None,None,0,,2009-01-01,WD,Normal,214500,1.1774906490651211
330,70,RM,60.0,6402,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,5,1920-01-01,1950-01-01,Gable,CompShg,Wd Sdng,Wd Shng,None,0,3,3,PConc,3,3,Mn,Unf,0,Unf,0,596,596,GasA,3,N,SBrkr,596,596,0,1192,0,0,1,0,3,1,3,6,Typ,0,0,Detchd,1920-01-01,Unf,1,189,2,2,N,0,0,137,0,0,0,0,GdWo,None,0,,2009-01-01,WD,Normal,78000,-0.615769001116807
331,90,RL,69.0,10624,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,4,1964-01-01,1964-01-01,Gable,CompShg,HdBoard,HdBoard,BrkFace,84,3,3,CBlock,3,3,No,GLQ,40,Rec,264,1424,1728,GasA,3,Y,SBrkr,1728,0,0,1728,0,1,2,0,6,2,3,10,Typ,0,0,Detchd,2002-01-01,Unf,1,352,3,3,Y,155,0,0,0,0,0,0,None,None,0,,2007-01-01,WD,Normal,119000,0.40459954718203955
332,20,RL,70.0,8176,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958-01-01,1992-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,No,Rec,846,Unf,0,210,1056,GasA,2,Y,SBrkr,1056,0,0,1056,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,1958-01-01,RFn,1,308,3,3,Y,0,0,0,0,0,0,0,None,None,0,,2007-01-01,WD,Normal,139000,-0.874668483520992
333,20,RL,85.0,10655,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003-01-01,2004-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,296,4,3,PConc,4,3,No,GLQ,1124,None,479,1603,3206,GasA,5,Y,SBrkr,1629,0,0,1629,1,0,2,0,3,1,4,7,Typ,1,4,Attchd,2003-01-01,RFn,3,880,3,3,Y,0,0,0,0,0,0,0,None,None,0,,2009-01-01,WD,Normal,284000,0.2161359533731108
334,120,RM,59.0,8198,Pave,None,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2004-01-01,2004-01-01,Gable,CompShg,VinylSd,VinylSd,Stone,146,4,3,PConc,4,3,Av,GLQ,720,Unf,0,638,1358,GasA,5,Y,SBrkr,1358,0,0,1358,1,0,2,0,2,1,4,6,Typ,1,4,Attchd,2004-01-01,RFn,2,484,3,3,Y,192,30,0,0,0,0,0,None,None,0,,2008-01-01,WD,Normal,207000,-0.29975933877052247
335,60,RL,59.0,9042,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998-01-01,1998-01-01,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,4,3,Gd,GLQ,828,Unf,0,115,943,GasA,4,Y,SBrkr,943,695,0,1638,1,0,2,1,3,1,3,7,Typ,2,3,Attchd,1998-01-01,Fin,2,472,3,3,Y,100,38,0,0,0,0,0,None,None,0,,2008-01-01,WD,Normal,192000,0.2332690073557407
336,190,RL,69.0,164660,Grvl,None,IR1,HLS,AllPub,Corner,Sev,Timber,Norm,Norm,2fmCon,1.5Fin,5,6,1965-01-01,1965-01-01,Gable,CompShg,Plywood,Plywood,None,0,3,3,CBlock,3,3,Gd,ALQ,1249,BLQ,147,103,1499,GasA,5,Y,SBrkr,1619,167,0,1786,2,0,2,0,3,1,3,7,Typ,2,4,Attchd,1965-01-01,Fin,2,529,3,3,Y,670,0,0,0,0,0,0,None,Shed,700,,2008-01-01,WD,Normal,228950,0.5150125617367655
337,20,RL,86.0,14157,Pave,None,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005-01-01,2006-01-01,Hip,CompShg,VinylSd,VinylSd,Stone,200,4,3,PConc,5,3,Gd,GLQ,1249,Unf,0,673,1922,GasA,5,Y,SBrkr,1922,0,0,1922,1,0,2,0,3,1,4,8,Typ,1,4,Attchd,2005-01-01,Fin,3,676,3,3,Y,178,51,0,0,0,0,0,None,None,0,,2007-01-01,WD,Normal,377426,0.7739120441409505
338,20,RL,70.0,9135,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002-01-01,2003-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,113,4,3,PConc,4,3,Av,GLQ,810,Unf,0,726,1536,GasA,5,Y,SBrkr,1536,0,0,1536,1,0,2,0,3,1,4,7,Typ,0,0,Attchd,2002-01-01,RFn,2,532,3,3,Y,192,74,0,0,0,0,0,None,None,0,,2008-01-01,WD,Normal,214000,0.03909439555260198
339,20,RL,91.0,14145,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,7,1984-01-01,1998-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,4,3,CBlock,4,3,Mn,ALQ,213,Unf,0,995,1208,GasA,5,Y,SBrkr,1621,0,0,1621,1,0,2,0,3,1,4,8,Typ,0,0,Attchd,1984-01-01,RFn,2,440,3,3,Y,108,45,0,0,0,0,0,None,Shed,400,,2006-01-01,WD,Normal,202500,0.20090657205521759
340,20,RL,66.0,12400,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7,1958-01-01,1998-01-01,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176,3,3,CBlock,3,2,No,Rec,585,Unf,0,630,1215,GasA,3,Y,FuseA,1215,0,0,1215,0,0,1,0,3,1,3,6,Typ,0,0,Attchd,1958-01-01,Unf,1,297,3,3,Y,0,0,0,0,234,0,0,None,None,0,,2009-01-01,WD,Normal,155000,-0.571984529827864
341,60,RL,85.0,14191,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2002-01-01,2002-01-01,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,No,Unf,0,Unf,0,967,967,GasA,5,Y,SBrkr,993,915,0,1908,0,0,2,1,4,1,4,9,Typ,0,0,Attchd,2002-01-01,Fin,2,431,3,3,Y,135,0,0,0,0,0,0,None,None,0,,2010-01-01,WD,Normal,202900,0.7472606268346373
342,20,RH,60.0,8400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950-01-01,1950-01-01,Gable,CompShg,Wd Sdng,AsbShng,None,0,2,2,CBlock,3,2,No,Unf,0,Unf,0,721,721,GasA,4,Y,SBrkr,841,0,0,841,0,0,1,0,2,1,3,4,Typ,0,0,CarPort,1950-01-01,Unf,1,294,3,3,N,250,0,24,0,0,0,0,None,None,0,,2009-01-01,WD,Normal,82000,-1.2839581064393726
